;First Name;Last Name;Date;Iteration;Row Type;Iter Number;Power1;Speed1;Speed2;Electricity;Effort;Weight;Torque
24747; Person; Human; end of time;2867;Total;405;-;-;-;-;797;314;192
24749; Person; Human; end of time;2868;Iter;1;644;514;235;361;943;289;85
24750; Person; Human; end of time;2868;Average;874;348;46;340;296;744;530;305
24751; Person; Human; end of time;2868;Maximum;395;980;13;727;614;86;986;860
24752; Person; Human; end of time;2868;Std.Dev.;872;639;648;8;128;85;645;190
24753; Person; Human; end of time;2868;Total;945;-;-;-;-;955;874;903
24755; Person; Human; end of time;2869;Iter;1;427;936;533;211;572;795;993
24756; Person; Human; end of time;2869;Average;334;558;985;902;742;829;351;247
24757; Person; Human; end of time;2869;Maximum;75;247;326;764;938;647;577;631
24758; Person; Human; end of time;2869;Std.Dev.;443;5;928;976;215;607;95;80
24759; Person; Human; end of time;2869;Total;971;-;-;-;-;204;233;983
24761; Person; Human; end of time;2870;Iter;1;553;568;175;411;679;613;77
24762; Person; Human; end of time;2870;Average;185;439;185;820;378;169;286;164
24763; Person; Human; end of time;2870;Maximum;207;773;630;990;429;471;298;229
24764; Person; Human; end of time;2870;Std.Dev.;765;10;877;250;402;660;273;952
24765; Person; Human; end of time;2870;Total;438;-;-;-;-;273;498;704
24767; Person; Human; end of time;2871;Iter;1;144;226;864;106;925;651;834
24768; Person; Human; end of time;2871;Average;516;47;815;298;786;127;992;193
24769; Person; Human; end of time;2871;Maximum;504;41;684;930;124;165;574;156
24770; Person; Human; end of time;2871;Std.Dev.;446;903;321;777;646;359;110;557
24771; Person; Human; end of time;2871;Total;136;-;-;-;-;918;298;109
24773; Person; Human; end of time;2872;Iter;1;654;879;221;841;71;689;621
24774; Person; Human; end of time;2872;Iter;2;705;397;261;185;106;684;190
24775; Person; Human; end of time;2872;Iter;3;579;892;939;84;517;57;305
24776; Person; Human; end of time;2872;Iter;4;441;655;894;928;164;354;79
24777; Person; Human; end of time;2872;Iter;5;664;800;236;457;284;710;240
24778; Person; Human; end of time;2872;Iter;6;300;483;397;613;441;15;812
24779; Person; Human; end of time;2872;Iter;7;964;174;398;401;35;290;770
24780; Person; Human; end of time;2872;Average;69;285;500;856;926;570;709;116
24781; Person; Human; end of time;2872;Maximum;841;462;297;875;709;332;652;866
24782; Person; Human; end of time;2872;Std.Dev.;613;109;289;906;873;234;508;371
24783; Person; Human; end of time;2872;Total;159;-;-;-;-;600;547;658
24785; Person; Human; end of time;2873;Iter;1;660;460;417;276;86;454;559
24786; Person; Human; end of time;2873;Iter;2;728;498;607;77;848;734;90
24787; Person; Human; end of time;2873;Iter;3;228;427;612;13;175;190;367
24788; Person; Human; end of time;2873;Iter;4;52;227;330;511;983;333;392
24789; Person; Human; end of time;2873;Iter;5;504;232;635;310;827;348;574
24790; Person; Human; end of time;2873;Average;865;404;941;434;512;783;25;468
24791; Person; Human; end of time;2873;Maximum;836;316;810;887;988;888;569;575
24792; Person; Human; end of time;2873;Std.Dev.;419;322;521;683;71;392;227;12
24793; Person; Human; end of time;2873;Total;496;-;-;-;-;73;59;432
24795; Person; Human; end of time;2874;Iter;1;347;172;912;927;648;435;331
24796; Person; Human; end of time;2874;Iter;2;586;894;549;825;743;882;559
24797; Person; Human; end of time;2874;Average;492;848;982;902;687;396;284;997
24798; Person; Human; end of time;2874;Maximum;895;353;863;556;292;543;366;230
24799; Person; Human; end of time;2874;Std.Dev.;593;139;248;47;653;225;825;910
24800; Person; Human; end of time;2874;Total;42;-;-;-;-;256;138;367
24802; Person; Human; end of time;2875;Iter;1;245;4;212;429;462;388;692
24803; Person; Human; end of time;2875;Iter;2;376;72;630;29;823;309;277
24804; Person; Human; end of time;2875;Average;165;872;574;896;884;614;945;862
24805; Person; Human; end of time;2875;Maximum;309;614;523;660;53;382;368;920
24806; Person; Human; end of time;2875;Std.Dev.;231;10;124;184;285;46;601;107
24807; Person; Human; end of time;2875;Total;919;-;-;-;-;495;550;69
24809; Person; Human; end of time;2876;Iter;1;959;692;832;635;376;624;864
24810; Person; Human; end of time;2876;Iter;2;231;160;591;763;627;64;296
24811; Person; Human; end of time;2876;Iter;3;182;262;554;383;739;111;155
24812; Person; Human; end of time;2876;Iter;4;562;101;733;846;760;990;473
24813; Person; Human; end of time;2876;Iter;5;946;961;349;426;420;885;560
24814; Person; Human; end of time;2876;Average;70;802;746;261;939;301;170;93
24815; Person; Human; end of time;2876;Maximum;597;283;822;764;817;786;559;965
24816; Person; Human; end of time;2876;Std.Dev.;134;407;925;339;933;778;135;745
24817; Person; Human; end of time;2876;Total;732;-;-;-;-;331;694;912
24819; Person; Human; end of time;2877;Iter;1;661;739;538;665;167;333;796
24820; Person; Human; end of time;2877;Iter;2;379;562;813;997;5;496;512
24821; Person; Human; end of time;2877;Iter;3;611;808;226;490;610;277;214
24822; Person; Human; end of time;2877;Iter;4;376;441;44;70;836;342;149
24823; Person; Human; end of time;2877;Average;245;290;261;262;187;963;507;6
24824; Person; Human; end of time;2877;Maximum;325;169;928;212;381;257;244;458
24825; Person; Human; end of time;2877;Std.Dev.;786;293;304;83;317;682;211;477
24826; Person; Human; end of time;2877;Total;775;-;-;-;-;603;150;900
24828; Person; Human; end of time;2878;Iter;1;288;415;237;544;542;379;930
24829; Person; Human; end of time;2878;Iter;2;942;321;648;922;378;119;188
24830; Person; Human; end of time;2878;Iter;3;734;814;843;995;672;365;564
24831; Person; Human; end of time;2878;Iter;4;920;795;921;33;295;757;916
24832; Person; Human; end of time;2878;Average;117;869;961;560;230;515;645;859
24833; Person; Human; end of time;2878;Maximum;107;685;704;38;246;239;713;290
24834; Person; Human; end of time;2878;Std.Dev.;476;558;445;802;132;481;501;496
24835; Person; Human; end of time;2878;Total;901;-;-;-;-;342;806;218
24837; Person; Human; end of time;2879;Iter;1;754;891;462;270;910;163;670
24838; Person; Human; end of time;2879;Iter;2;429;44;583;443;260;927;185
24839; Person; Human; end of time;2879;Iter;3;728;10;71;639;626;541;445
24840; Person; Human; end of time;2879;Average;383;833;645;781;414;973;434;356
24841; Person; Human; end of time;2879;Maximum;33;342;905;74;160;784;747;997
24842; Person; Human; end of time;2879;Std.Dev.;91;237;841;451;629;354;716;104
24843; Person; Human; end of time;2879;Total;192;-;-;-;-;779;797;295
24845; Person; Human; end of time;2880;Iter;1;507;900;106;281;859;978;997
24846; Person; Human; end of time;2880;Average;496;95;867;214;885;848;49;158
24847; Person; Human; end of time;2880;Maximum;636;383;145;891;689;369;612;736
24848; Person; Human; end of time;2880;Std.Dev.;372;387;601;341;384;431;804;516
24849; Person; Human; end of time;2880;Total;138;-;-;-;-;752;302;914
24851; Person; Human; end of time;2881;Iter;1;48;127;156;537;985;461;503
24852; Person; Human; end of time;2881;Average;263;864;673;589;340;124;370;993
24853; Person; Human; end of time;2881;Maximum;541;706;153;426;834;611;917;726
24854; Person; Human; end of time;2881;Std.Dev.;549;855;325;420;674;578;486;764
24855; Person; Human; end of time;2881;Total;922;-;-;-;-;974;873;507
24857; Person; Human; end of time;2882;Iter;1;402;483;652;599;986;784;386
24858; Person; Human; end of time;2882;Average;662;96;178;581;528;959;535;209
24859; Person; Human; end of time;2882;Maximum;631;871;118;652;80;777;422;145
24860; Person; Human; end of time;2882;Std.Dev.;222;374;193;327;339;457;451;544
24861; Person; Human; end of time;2882;Total;679;-;-;-;-;726;199;598
24863; Person; Human; end of time;2883;Iter;1;39;526;761;982;358;950;581
24864; Person; Human; end of time;2883;Average;543;603;868;576;562;55;764;962
24865; Person; Human; end of time;2883;Maximum;327;637;165;688;25;597;343;416
24866; Person; Human; end of time;2883;Std.Dev.;27;13;189;177;533;506;49;603
24867; Person; Human; end of time;2883;Total;679;-;-;-;-;924;773;71
24869; Person; Human; end of time;2884;Iter;1;70;454;215;543;434;556;482
24870; Person; Human; end of time;2884;Iter;2;630;432;227;813;723;574;388
24871; Person; Human; end of time;2884;Iter;3;392;575;309;836;78;832;80
24872; Person; Human; end of time;2884;Iter;4;981;163;229;69;958;904;687
24873; Person; Human; end of time;2884;Iter;5;176;156;620;336;198;732;842
24874; Person; Human; end of time;2884;Average;207;44;24;664;237;979;571;441
24875; Person; Human; end of time;2884;Maximum;259;976;802;42;253;748;339;654
24876; Person; Human; end of time;2884;Std.Dev.;798;638;565;303;888;182;99;234
24877; Person; Human; end of time;2884;Total;696;-;-;-;-;946;843;292
24879; Person; Human; end of time;2885;Iter;1;15;822;896;960;551;835;162
24880; Person; Human; end of time;2885;Average;205;755;554;554;632;201;6;37
24881; Person; Human; end of time;2885;Maximum;287;207;969;533;694;895;273;885
24882; Person; Human; end of time;2885;Std.Dev.;508;755;547;850;957;213;929;216
24883; Person; Human; end of time;2885;Total;83;-;-;-;-;430;806;302
24885; Person; Human; end of time;2886;Iter;1;925;714;328;805;224;494;239
24886; Person; Human; end of time;2886;Iter;2;449;697;910;919;933;718;311
24887; Person; Human; end of time;2886;Iter;3;949;509;798;929;352;762;770
24888; Person; Human; end of time;2886;Iter;4;156;655;425;84;953;217;824
24889; Person; Human; end of time;2886;Iter;5;59;845;238;5;568;316;178
24890; Person; Human; end of time;2886;Average;789;126;907;150;885;296;175;925
24891; Person; Human; end of time;2886;Maximum;834;802;151;822;507;245;477;933
24892; Person; Human; end of time;2886;Std.Dev.;26;404;442;206;48;740;860;362
24893; Person; Human; end of time;2886;Total;113;-;-;-;-;671;572;502
24895; Person; Human; end of time;2887;Iter;1;641;324;323;379;630;131;5
24896; Person; Human; end of time;2887;Average;819;264;756;745;624;342;156;967
24897; Person; Human; end of time;2887;Maximum;294;775;416;394;990;819;648;512
24898; Person; Human; end of time;2887;Std.Dev.;549;73;896;364;909;447;501;287
24899; Person; Human; end of time;2887;Total;828;-;-;-;-;348;537;832
24901; Person; Human; end of time;2888;Iter;1;427;16;443;121;820;140;188
24902; Person; Human; end of time;2888;Average;281;210;846;730;646;791;585;129
24903; Person; Human; end of time;2888;Maximum;204;163;698;231;896;709;870;1
24904; Person; Human; end of time;2888;Std.Dev.;911;902;874;811;187;168;86;925
24905; Person; Human; end of time;2888;Total;978;-;-;-;-;377;766;999
24907; Person; Human; end of time;2889;Iter;1;397;914;535;51;112;770;686
24908; Person; Human; end of time;2889;Iter;2;378;447;890;789;721;249;978
24909; Person; Human; end of time;2889;Iter;3;899;883;307;168;929;559;131
24910; Person; Human; end of time;2889;Iter;4;430;256;718;61;153;413;577
24911; Person; Human; end of time;2889;Average;960;261;635;894;661;647;820;882
24912; Person; Human; end of time;2889;Maximum;928;605;286;855;817;68;465;691
24913; Person; Human; end of time;2889;Std.Dev.;242;854;492;32;688;223;527;975
24914; Person; Human; end of time;2889;Total;510;-;-;-;-;738;701;539
24916; Person; Human; end of time;2890;Iter;1;613;5;434;953;87;144;211
24917; Person; Human; end of time;2890;Average;213;994;465;590;896;932;78;96
24918; Person; Human; end of time;2890;Maximum;773;158;264;915;360;444;818;22
24919; Person; Human; end of time;2890;Std.Dev.;810;672;735;615;19;275;497;246
24920; Person; Human; end of time;2890;Total;432;-;-;-;-;326;69;904
24922; Person; Human; end of time;2891;Iter;1;779;900;670;659;71;173;31
24923; Person; Human; end of time;2891;Iter;2;868;828;942;547;237;97;239
24924; Person; Human; end of time;2891;Average;821;395;583;388;435;55;216;974
24925; Person; Human; end of time;2891;Maximum;709;714;912;127;348;816;561;586
24926; Person; Human; end of time;2891;Std.Dev.;833;117;249;735;678;600;264;131
24927; Person; Human; end of time;2891;Total;458;-;-;-;-;89;429;313
24929; Person; Human; end of time;2892;Iter;1;220;752;714;720;611;188;521
24930; Person; Human; end of time;2892;Iter;2;435;994;674;848;96;193;743
24931; Person; Human; end of time;2892;Iter;3;797;354;575;305;9;287;488
24932; Person; Human; end of time;2892;Average;228;210;117;364;615;820;852;460
24933; Person; Human; end of time;2892;Maximum;656;976;746;967;641;659;51;166
24934; Person; Human; end of time;2892;Std.Dev.;331;819;492;406;561;59;929;852
24935; Person; Human; end of time;2892;Total;919;-;-;-;-;204;116;317
24937; Person; Human; end of time;2893;Iter;1;707;364;555;855;229;57;8
24938; Person; Human; end of time;2893;Iter;2;829;673;347;669;233;345;25
24939; Person; Human; end of time;2893;Iter;3;869;119;612;845;545;606;203
24940; Person; Human; end of time;2893;Iter;4;411;531;954;626;395;668;463
24941; Person; Human; end of time;2893;Iter;5;157;71;49;414;130;164;494
24942; Person; Human; end of time;2893;Average;859;537;591;536;774;627;810;820
24943; Person; Human; end of time;2893;Maximum;497;389;799;801;789;936;987;844
24944; Person; Human; end of time;2893;Std.Dev.;437;870;250;915;49;417;784;555
24945; Person; Human; end of time;2893;Total;858;-;-;-;-;145;680;262
24947; Person; Human; end of time;2894;Iter;1;270;340;221;435;731;916;88
24948; Person; Human; end of time;2894;Iter;2;179;508;22;529;582;217;195
24949; Person; Human; end of time;2894;Average;663;386;49;198;847;573;824;893
24950; Person; Human; end of time;2894;Maximum;104;97;326;594;816;474;65;36
24951; Person; Human; end of time;2894;Std.Dev.;875;444;825;178;617;914;457;258
24952; Person; Human; end of time;2894;Total;21;-;-;-;-;235;464;623
24954; Person; Human; end of time;2895;Iter;1;963;521;220;408;72;959;643
24955; Person; Human; end of time;2895;Iter;2;40;855;507;552;794;759;112
24956; Person; Human; end of time;2895;Iter;3;104;506;374;376;751;400;711
24957; Person; Human; end of time;2895;Iter;4;988;56;316;254;718;370;992
24958; Person; Human; end of time;2895;Average;292;142;40;693;749;795;118;113
24959; Person; Human; end of time;2895;Maximum;1;649;199;522;282;972;911;680
24960; Person; Human; end of time;2895;Std.Dev.;745;59;665;499;20;162;933;156
24961; Person; Human; end of time;2895;Total;37;-;-;-;-;978;239;409
24963; Person; Human; end of time;2896;Iter;1;689;257;614;831;107;890;917
24964; Person; Human; end of time;2896;Iter;2;400;543;801;441;322;951;754
24965; Person; Human; end of time;2896;Iter;3;143;28;270;888;381;121;748
24966; Person; Human; end of time;2896;Average;445;95;243;703;52;443;878;701
24967; Person; Human; end of time;2896;Maximum;130;131;324;257;526;608;59;721
24968; Person; Human; end of time;2896;Std.Dev.;961;307;680;648;538;169;201;210
24969; Person; Human; end of time;2896;Total;357;-;-;-;-;700;518;850
24971; Person; Human; end of time;2897;Iter;1;618;362;903;552;574;923;1
24972; Person; Human; end of time;2897;Iter;2;241;216;497;577;733;363;17
24973; Person; Human; end of time;2897;Iter;3;232;919;828;391;71;327;582
24974; Person; Human; end of time;2897;Average;907;590;188;240;516;556;205;94
24975; Person; Human; end of time;2897;Maximum;887;22;637;28;476;27;939;664
24976; Person; Human; end of time;2897;Std.Dev.;48;216;373;668;57;780;145;8
24977; Person; Human; end of time;2897;Total;300;-;-;-;-;440;830;836
24979; Person; Human; end of time;2898;Iter;1;700;456;131;468;277;430;541
24980; Person; Human; end of time;2898;Iter;2;331;291;164;678;232;658;183
24981; Person; Human; end of time;2898;Iter;3;308;119;185;968;550;184;645
24982; Person; Human; end of time;2898;Average;406;807;224;798;58;266;550;937
24983; Person; Human; end of time;2898;Maximum;505;669;830;74;715;203;324;547
24984; Person; Human; end of time;2898;Std.Dev.;700;856;848;68;917;359;783;573
24985; Person; Human; end of time;2898;Total;503;-;-;-;-;629;172;942
24987; Person; Human; end of time;2899;Iter;1;443;110;280;746;406;109;36
24988; Person; Human; end of time;2899;Iter;2;912;534;831;601;331;237;192
24989; Person; Human; end of time;2899;Iter;3;83;428;908;613;606;946;39
24990; Person; Human; end of time;2899;Iter;4;97;94;265;151;647;894;43
